City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
452,Moron,AR,-34.6534,-58.6198,59.0,64,33,2.53,scattered clouds
453,Alexandria,EG,31.2156,29.9553,78.76,83,0,8.05,clear sky
454,Gotsu,JP,35.0,132.2167,79.47,73,47,3.62,scattered clouds
455,Yumen,CN,40.2833,97.2,74.55,24,93,18.61,overcast clouds
456,Saint-Tite,CA,46.7334,-72.5658,72.45,49,81,10.33,broken clouds
457,Safaga,EG,26.7292,33.9365,89.55,46,30,0.43,scattered clouds
458,Chernyshevskiy,RU,63.0128,112.4714,58.8,59,29,2.37,scattered clouds
459,Tiznit,MA,29.5833,-9.5,81.61,39,13,2.91,few clouds
460,Svetlaya,RU,46.5389,138.3297,64.4,94,100,11.56,overcast clouds
461,Emba,KZ,48.8264,58.1442,77.9,13,4,3.51,clear sky
462,Sangar,RU,63.9242,127.4739,64.17,54,6,1.95,clear sky
463,Faranah,GN,10.0404,-10.7434,70.09,95,72,8.14,broken clouds
464,Saldanha,ZA,-33.0117,17.9442,58.57,55,41,3.96,scattered clouds
465,Proletarsk,RU,46.7031,41.7192,76.77,31,2,5.82,clear sky
466,Salinas,US,36.6777,-121.6555,90.7,64,1,12.66,clear sky
467,Igrim,RU,63.1906,64.4162,51.96,70,70,5.86,broken clouds
468,Girvan,GB,55.2426,-4.8555,58.51,87,82,3.8,broken clouds
469,Yangjiang,CN,21.85,111.9667,81.57,86,100,4.25,overcast clouds
470,Havre-Saint-Pierre,CA,50.2334,-63.5986,61.16,88,75,14.97,broken clouds
471,Banda Aceh,ID,5.5577,95.3222,80.22,72,100,14.03,light rain
472,Sinnamary,GF,5.3833,-52.95,80.06,82,91,8.23,overcast clouds
473,Kapoeta,SS,4.7717,33.5903,72.93,76,100,6.35,light rain
474,Joshimath,IN,30.5667,79.5667,70.11,88,76,0.87,broken clouds
475,Uyuni,BO,-20.4597,-66.825,45.0,23,82,18.61,broken clouds
476,Svetlogorsk,BY,52.6333,29.7333,66.45,83,100,5.66,overcast clouds
477,Vargem Grande,BR,-3.5431,-43.9158,77.9,47,99,1.03,overcast clouds
478,Takoradi,GH,4.8845,-1.7554,76.03,87,40,6.76,scattered clouds
479,Bulancak,TR,40.9372,38.2291,71.42,88,0,0.0,clear sky
480,Rawson,AR,-43.3002,-65.1023,46.51,39,0,10.87,clear sky
481,Tokmak,UA,47.2514,35.7058,73.92,57,0,4.41,clear sky
482,Katherine,AU,-14.4667,132.2667,66.52,72,36,0.0,scattered clouds
483,Corinto,GR,37.9407,22.9573,90.63,47,0,1.66,clear sky
484,Ostrovnoy,RU,68.0531,39.5131,46.24,96,97,4.68,overcast clouds
485,Evensk,RU,61.95,159.2333,54.14,55,60,3.71,broken clouds
486,Gambela,ET,8.25,34.5833,69.39,95,100,3.67,overcast clouds
487,Cannock,GB,52.6904,-2.0309,60.91,85,68,1.99,broken clouds
488,Plaridel,PH,14.8872,120.8572,82.9,90,100,6.29,overcast clouds
489,Margate,GB,51.3813,1.3862,63.03,88,45,1.99,scattered clouds
490,Orlik,RU,52.5178,99.825,54.41,97,100,2.53,light rain
491,Sangerhausen,DE,51.4667,11.3,62.46,87,9,6.13,clear sky
492,Abakaliki,NG,6.3163,8.1169,74.61,90,98,6.35,overcast clouds
493,Srednekolymsk,RU,67.45,153.6833,38.1,97,100,13.85,light rain
494,Tarakan,ID,3.3,117.6333,78.3,94,40,4.61,scattered clouds
495,Kavieng,PG,-2.5744,150.7967,81.97,73,27,4.81,scattered clouds
496,Praia Da Vitoria,PT,38.7333,-27.0667,75.45,78,75,11.12,broken clouds
497,Guanare,VE,9.0418,-69.7421,87.82,66,77,8.05,broken clouds
498,Hede,CN,33.7681,120.2517,76.78,94,0,2.62,light rain
499,Lethem,GY,3.3803,-59.7968,79.34,82,74,2.06,moderate rain
500,Domoni,KM,-12.2569,44.5319,74.66,78,1,10.29,light rain
501,Istok,XK,42.7808,20.4875,74.32,48,22,5.32,few clouds
502,Eureka,US,40.8021,-124.1637,71.13,73,71,5.01,broken clouds
503,Sur,OM,22.5667,59.5289,88.02,62,37,8.99,scattered clouds
504,Ancud,CL,-41.8697,-73.8203,47.73,78,27,2.66,scattered clouds
505,Ankara,TR,39.9199,32.8543,78.19,41,0,4.61,clear sky
506,Jaroslaw,PL,50.0162,22.6778,63.81,95,40,4.23,scattered clouds
507,Aloleng,PH,16.1307,119.7824,82.45,83,100,19.06,overcast clouds
508,Inirida,CO,3.8653,-67.9239,73.62,89,99,3.74,overcast clouds
509,Roma,US,43.2128,-75.4557,73.26,50,75,6.91,broken clouds
510,Pau Brasil,BR,-15.4642,-39.6511,64.45,82,100,3.51,overcast clouds
511,Maryborough,AU,-25.5333,152.7,62.11,81,3,5.48,clear sky
512,Steamboat Springs,US,40.485,-106.8317,75.87,72,90,4.61,overcast clouds
513,Chabahar,IR,25.2919,60.643,83.93,83,14,9.6,few clouds
514,Fortuna,US,40.5982,-124.1573,70.86,76,1,18.41,clear sky
515,Komsomolskiy,UZ,40.4272,71.7189,79.52,41,58,4.61,broken clouds
516,Asfi,MA,32.2994,-9.2372,67.44,75,0,23.4,clear sky
517,Amontada,BR,-3.3617,-39.8317,78.67,63,67,8.84,broken clouds
518,Antofagasta,CL,-23.65,-70.4,58.28,79,32,7.54,scattered clouds
519,Narsaq,GL,60.9167,-46.05,59.22,77,44,3.49,scattered clouds
520,Kisangani,CD,0.5167,25.2,73.51,82,100,3.69,light rain
521,Puerto Del Rosario,ES,28.5004,-13.8627,73.15,73,20,19.57,few clouds
522,Bandarbeyla,SO,9.4942,50.8122,75.54,83,99,24.85,overcast clouds
523,Aquiraz,BR,-3.9014,-38.3911,81.18,84,37,10.49,scattered clouds
524,Qasigiannguit,GL,68.8193,-51.1922,46.56,69,17,3.29,few clouds
525,Benidorm,ES,38.5382,-0.131,86.0,49,37,9.66,scattered clouds
526,Daru,PG,-9.0763,143.2092,76.5,88,100,16.6,overcast clouds
527,Zeya,RU,53.75,127.2667,52.18,83,100,5.95,light rain
528,Reconquista,AR,-29.15,-59.65,58.03,41,2,4.14,clear sky
529,Zhigansk,RU,66.7697,123.3711,69.17,44,12,7.56,few clouds
530,Uong Bi,VN,21.0333,106.7833,76.98,97,100,2.8,very heavy rain
531,Fort Nelson,CA,58.8053,-122.7002,85.59,37,20,2.3,few clouds
532,Atasu,KZ,48.6814,71.6433,71.6,29,5,4.83,clear sky
533,Paragominas,BR,-2.9667,-47.4833,76.44,76,18,3.78,few clouds
534,Abu Samrah,SY,35.3029,37.1841,79.61,49,0,8.21,clear sky
535,Oga,IT,46.4631,10.347,56.48,93,96,1.59,light rain
536,Chandler,US,33.3062,-111.8412,99.91,39,1,3.0,clear sky
537,Oktyabrskiy,RU,54.4815,53.471,65.16,84,18,6.29,few clouds
538,La Macarena,CO,2.1837,-73.7849,76.23,88,88,2.89,overcast clouds
539,Mozelos,PT,41.8677,-8.3978,62.22,93,85,3.53,overcast clouds
540,Gobo,JP,33.8833,135.15,82.38,81,12,5.7,few clouds
541,Sabinas,MX,27.85,-101.1167,100.87,27,5,11.12,clear sky
542,Birjand,IR,32.8663,59.2211,72.07,16,0,11.5,clear sky
543,Saquarema,BR,-22.92,-42.5103,69.94,76,77,7.52,broken clouds
544,Gao,ML,16.6362,1.637,92.32,40,30,14.12,scattered clouds
545,Skelleftea,SE,64.7507,20.9528,59.36,69,40,3.44,scattered clouds
546,Aripuana,BR,-9.1667,-60.6333,79.38,38,8,1.45,clear sky
547,Mwanza,TZ,-2.5167,32.9,69.85,83,0,16.11,clear sky
548,Bafq,IR,31.6128,55.4107,86.29,20,7,4.32,clear sky
549,Florianopolis,BR,-27.6146,-48.5012,58.23,75,75,3.44,broken clouds
550,Russell,US,32.3502,-85.1999,93.51,81,98,4.7,overcast clouds
551,Baghdad,IQ,33.3406,44.4009,96.71,21,0,9.22,clear sky
552,Balsta,SE,59.5671,17.5278,62.69,90,92,5.99,overcast clouds
553,Asadabad,IR,34.7824,48.1185,73.63,17,57,2.55,broken clouds
554,Bonavista,CA,48.6499,-53.1147,66.2,76,2,22.35,clear sky
555,Kaka,TM,37.3482,59.6143,80.04,14,0,6.71,clear sky
556,Arman,RU,59.7,150.1667,59.7,57,21,1.68,few clouds
557,Karpathos,GR,35.507,27.2132,83.25,59,0,15.57,clear sky
558,Ahuimanu,US,21.4447,-157.8378,87.51,59,75,12.66,broken clouds
559,Grindavik,IS,63.8424,-22.4338,57.15,100,90,12.66,mist
560,Iralaya,HN,15.0,-83.2333,86.09,78,100,13.18,overcast clouds
561,Ruangwa,TZ,-10.0667,38.9333,68.14,77,41,5.79,scattered clouds
562,Korla,CN,41.7597,86.1469,71.65,36,97,19.1,overcast clouds
563,Ilave,PE,-16.0833,-69.6667,52.7,35,37,4.99,scattered clouds
564,Wenling,CN,28.3669,121.36,78.91,93,71,4.83,broken clouds
565,Neryungri,RU,56.6709,124.6491,49.44,72,100,3.11,overcast clouds
566,Donskoye,RU,45.4552,41.9741,78.93,37,7,3.83,clear sky
567,Bonnyville,CA,54.2668,-110.735,88.92,18,0,2.77,clear sky
568,Rio Blanco,MX,18.8333,-97.15,73.62,79,95,7.85,overcast clouds
569,Karratha,AU,-20.7377,116.8463,59.95,49,1,9.33,clear sky
570,Staraya Russa,RU,57.9944,31.3608,58.5,95,9,6.51,clear sky
571,Avera,US,33.194,-82.5271,95.72,43,90,9.64,overcast clouds
572,Wawa,NG,9.9022,4.4192,74.61,90,93,5.19,overcast clouds
573,Tomatlan,MX,19.9333,-105.25,87.58,62,67,5.77,broken clouds
574,Nanyang,CN,32.9947,112.5328,78.06,90,1,5.86,light rain
575,Marsa Matruh,EG,31.3525,27.2453,80.8,89,0,12.66,clear sky
576,Reshetylivka,UA,49.565,34.0782,72.39,56,26,1.48,scattered clouds
577,Solnechnyy,RU,50.7214,136.6319,49.1,97,100,7.09,overcast clouds
578,Lewistown,US,40.5992,-77.5714,84.34,40,1,3.44,clear sky
579,Zhuanghe,CN,39.7008,122.9911,73.58,89,0,1.97,clear sky
580,Gumla,IN,23.05,84.55,71.96,98,100,10.67,overcast clouds
581,Lompoc,US,34.6391,-120.4579,95.02,68,20,18.41,few clouds
582,Livingston,GB,55.9029,-3.5226,58.3,90,75,6.91,broken clouds
583,Saint-Augustin,CA,51.226,-58.6502,54.84,90,100,18.19,overcast clouds
584,Elizabeth City,US,36.2946,-76.2511,85.01,76,40,16.11,scattered clouds
585,Mariental,NA,-24.6333,17.9667,54.5,30,0,10.98,clear sky
586,Manggar,ID,-2.8833,108.2667,81.05,74,71,10.78,broken clouds
587,Verkhnyaya Inta,RU,65.9811,60.3094,55.96,58,100,11.05,overcast clouds
588,Tezu,IN,27.9167,96.1667,76.03,99,98,2.33,overcast clouds
589,Verkhoyansk,RU,67.5447,133.385,67.33,35,49,8.5,scattered clouds
590,Haines Junction,CA,60.7522,-137.5108,76.95,36,8,4.61,clear sky
591,Klintsy,RU,52.7602,32.2393,67.03,76,98,6.73,overcast clouds
592,Sakakah,SA,29.9697,40.2064,89.17,11,0,7.29,clear sky
593,Banepa,NP,27.6298,85.5214,70.12,94,75,4.61,broken clouds
594,Tocopilla,CL,-22.092,-70.1979,64.54,71,31,8.95,scattered clouds
595,Porto Walter,BR,-8.2686,-72.7439,83.43,45,4,1.12,clear sky
596,Sabang,ID,5.8933,95.3214,82.85,75,100,23.22,overcast clouds
597,Najran,SA,17.4924,44.1277,84.85,47,76,7.78,broken clouds
598,Barao De Melgaco,BR,-16.1944,-55.9675,90.12,25,19,4.18,few clouds
599,Cabedelo,BR,-6.9811,-34.8339,77.67,83,4,17.29,clear sky
600,Bronnoysund,NO,65.4625,12.1997,51.8,71,75,13.8,broken clouds
601,Llangefni,GB,53.2556,-4.3106,60.58,91,75,9.22,mist
602,Cavalcante,BR,-13.7975,-47.4583,73.0,46,85,4.81,overcast clouds
603,Nhulunbuy,AU,-12.2333,136.7667,74.01,100,29,3.44,scattered clouds
604,Aleksandrov Gay,RU,50.147,48.5704,76.64,52,41,6.8,scattered clouds
605,Kichera,RU,55.9375,110.0997,56.44,84,43,1.34,scattered clouds
606,Bermejo,AR,-32.8833,-68.8,55.76,36,18,6.89,few clouds
607,Kastamonu,TR,41.5,33.6667,57.67,68,0,1.74,clear sky
608,Kruisfontein,ZA,-34.0033,24.7314,56.14,40,54,4.56,broken clouds
609,Mehamn,NO,71.0357,27.8492,47.93,94,100,3.65,overcast clouds
610,Bud,US,39.447,-86.1758,75.04,59,100,3.67,overcast clouds
611,Biak,ID,-0.9131,122.8766,75.04,87,23,6.35,few clouds
612,Tarauaca,BR,-8.1614,-70.7656,82.49,43,1,0.83,clear sky
613,Azul,AR,-36.777,-59.8585,46.74,62,0,5.06,clear sky
614,Abeche,TD,13.8292,20.8324,79.11,73,99,11.21,overcast clouds
615,Coquimbo,CL,-29.9533,-71.3436,53.33,82,20,9.22,few clouds
616,Picton,AU,-34.1833,150.6,63.84,77,1,2.55,clear sky
617,Kalabo,ZM,-14.97,22.6814,57.83,46,0,7.38,clear sky
618,Chekhov,RU,55.1431,37.4711,65.08,77,88,5.66,overcast clouds
619,Vao,NC,-22.6667,167.4833,66.7,59,0,21.23,clear sky
620,Boshan,CN,36.4833,117.8333,67.86,97,93,10.36,overcast clouds
621,Noyabrsk,RU,63.1994,75.4507,48.61,80,26,3.98,scattered clouds
622,Nikolayevka,RU,53.1257,47.2041,68.86,68,30,4.05,scattered clouds
623,Manzanillo,CU,20.3433,-77.1167,89.89,61,8,5.73,clear sky
624,Kavaratti,IN,10.5669,72.642,81.1,81,19,15.41,few clouds
625,Lakes Entrance,AU,-37.8811,147.981,46.18,91,100,7.94,overcast clouds
626,Belaya Gora,RU,68.5333,146.4167,42.03,70,100,23.09,overcast clouds
627,Sheopur,IN,25.6667,76.7,76.5,95,73,7.09,broken clouds
628,Aguimes,ES,27.9054,-15.4461,73.65,73,40,31.07,scattered clouds
629,Orbe,CH,46.725,6.5307,65.25,64,100,5.12,overcast clouds
630,Carahue,CL,-38.7,-73.1667,53.8,87,3,0.87,clear sky
631,Yokadouma,CM,3.5167,15.05,70.74,97,100,1.54,light rain
632,Kindu,CD,-2.95,25.95,77.59,35,98,4.16,overcast clouds
633,Tabuk,PH,17.4189,121.4443,76.06,85,100,2.44,overcast clouds
634,Cuamba,MZ,-14.8031,36.5372,60.64,87,10,5.66,clear sky
635,Pergine Valsugana,IT,46.065,11.238,72.37,86,90,8.01,fog
636,Kirensk,RU,57.7853,108.1119,56.44,68,4,4.32,clear sky
637,Grand Gaube,MU,-20.0064,57.6608,70.38,76,0,5.01,clear sky
638,Manta,EC,-0.95,-80.7333,80.38,69,20,10.36,few clouds
639,Duncan,US,34.5023,-97.9578,99.05,40,1,3.44,clear sky
640,Nargana,PA,9.4428,-78.5906,83.64,82,79,8.39,broken clouds
641,Buritizeiro,BR,-17.3511,-44.9622,71.67,49,32,5.48,scattered clouds
642,Haapiti,PF,-17.5667,-149.8667,82.13,57,90,9.98,overcast clouds
643,Vacaria,BR,-28.5122,-50.9339,43.68,76,39,5.99,scattered clouds
644,Itoman,JP,26.1247,127.6694,82.78,96,75,13.8,broken clouds
645,Palana,RU,59.1167,159.9667,47.48,63,93,9.95,overcast clouds
646,Kriel,ZA,-26.2739,29.2253,45.81,31,0,3.44,clear sky
647,Yerbogachen,RU,61.2767,108.0108,56.75,62,2,5.21,clear sky
648,Virginia Beach,US,36.8529,-75.978,82.42,76,90,11.5,overcast clouds
649,The Valley,AI,18.217,-63.0578,85.86,79,20,16.11,haze
650,Owatonna,US,44.0839,-93.226,84.7,51,44,1.99,scattered clouds
651,Bentiu,SS,9.2333,29.8333,71.73,96,100,3.62,overcast clouds
652,Derzhavinsk,KZ,51.1,66.3167,70.79,71,99,4.63,overcast clouds
653,Ahome,MX,25.9167,-109.1833,97.09,58,3,8.01,clear sky
654,Ranong,TH,9.9658,98.6348,79.79,86,100,13.33,overcast clouds
655,Ibra,OM,22.6906,58.5334,84.43,57,39,3.94,scattered clouds
656,Ipil,PH,7.75,122.5167,75.06,92,52,0.67,broken clouds
657,Bamako,ML,12.65,-8.0,73.81,100,75,2.3,thunderstorm with light rain
658,Alyangula,AU,-13.8483,136.4192,67.87,100,90,0.0,overcast clouds
659,Vila Franca Do Campo,PT,37.7167,-25.4333,73.81,90,49,5.14,scattered clouds
660,Del Rio,US,29.3627,-100.8968,103.23,34,1,8.05,clear sky
661,Lima,PE,-12.0432,-77.0282,63.9,79,90,9.22,overcast clouds
662,Morgan City,US,29.6994,-91.2068,84.99,94,75,4.61,thunderstorm with light rain
663,Oranjemund,NA,-28.55,16.4333,66.24,35,0,1.97,clear sky
664,Atherton,GB,53.5237,-2.4935,61.16,93,98,1.99,light rain
665,Tilichiki,RU,60.4667,166.1,53.69,44,25,4.09,scattered clouds
666,Eyl,SO,7.9803,49.8164,75.85,77,56,17.87,broken clouds
667,Port Hedland,AU,-20.3167,118.5667,57.25,62,2,8.05,clear sky
668,Boqueirao,BR,-7.5,-36.1333,76.55,81,20,10.92,few clouds
669,Necochea,AR,-38.5473,-58.7368,46.04,73,63,8.59,broken clouds
670,Scarborough,GB,54.2797,-0.4044,60.53,92,100,5.66,overcast clouds
671,Xiongyue,CN,40.1774,122.1228,73.89,88,24,2.68,light rain
672,Farafangana,MG,-22.8167,47.8333,64.4,75,2,0.98,clear sky
673,Lamar,US,33.6668,-95.5836,100.63,47,1,9.22,clear sky
674,Qarchi Gak,AF,37.04,66.7889,78.89,16,0,12.35,clear sky
675,North Bend,US,43.4065,-124.2243,79.25,86,90,14.97,overcast clouds
676,Kampot,KH,10.6167,104.1833,82.45,85,100,8.9,overcast clouds
677,Vila Do Maio,CV,15.1333,-23.2167,79.59,84,95,12.75,overcast clouds
678,Tahara,JP,34.6667,137.2667,82.24,84,100,6.73,light rain
679,Kaeo,NZ,-35.1,173.7833,57.33,80,7,8.59,clear sky
680,San Julian,MX,21.0167,-102.1667,81.19,61,81,0.04,broken clouds
